Species	NCBI/VEuPathDB Accession ID	Taxonomic group	Length of contamination (bp)	Contaminant species
Plectus murrayi	GCA_004785735.1	Bacteria	762	Legionella steelei
Plectus murrayi	GCA_004785735.1	Bacteria	1112	Legionella steigerwaltii
Plectus murrayi	GCA_004785735.1	Bacteria	1155	Legionella tucsonensis
Plectus murrayi	GCA_004785735.1	Bacteria	3855	Legionella tunisiensis
Plectus murrayi	GCA_004785735.1	Bacteria	1449	Legionella wadsworthii
Plectus murrayi	GCA_004785735.1	Bacteria	1752	Legionella waltersii
Plectus murrayi	GCA_004785735.1	Bacteria	771	Legionella worsleiensis
Plectus murrayi	GCA_004785735.1	Bacteria	1224	Leptospira broomii
Plectus murrayi	GCA_004785735.1	Bacteria	770	Leptospira fletcheri
Plectus murrayi	GCA_004785735.1	Bacteria	241	Leptospira idonii
Plectus murrayi	GCA_004785735.1	Bacteria	502	Leptospira inadai
Plectus murrayi	GCA_004785735.1	Bacteria	6055	Leptospira johnsonii
Plectus murrayi	GCA_004785735.1	Bacteria	4148	Leptospira koniambonensis
Plectus murrayi	GCA_004785735.1	Bacteria	191217	Leptospira licerasiae
Plectus murrayi	GCA_004785735.1	Bacteria	1689	Leptospira sarikeiensis
Plectus murrayi	GCA_004785735.1	Bacteria	7865	Leptospira venezuelensis
Plectus murrayi	GCA_004785735.1	Bacteria	218	Leptospira wolbachii
Plectus murrayi	GCA_004785735.1	Bacteria	2917	Leptospira wolffii
Plectus murrayi	GCA_004785735.1	Bacteria	785	Liberibacter crescens
Plectus murrayi	GCA_004785735.1	Bacteria	3132	Limnobacter alexandrii
Plectus murrayi	GCA_004785735.1	Bacteria	260	Limnobacter humi
Plectus murrayi	GCA_004785735.1	Bacteria	29421	Limnobacter sp.
Plectus murrayi	GCA_004785735.1	Bacteria	2660	Limnovirga soli
Plectus murrayi	GCA_004785735.1	Bacteria	459	Longitalea arenae
Plectus murrayi	GCA_004785735.1	Bacteria	973	Longitalea luteola
Plectus murrayi	GCA_004785735.1	Bacteria	219	Luteimonas abyssi
Plectus murrayi	GCA_004785735.1	Bacteria	669	Luteimonas arsenica
Plectus murrayi	GCA_004785735.1	Bacteria	726	Luteimonas huabeiensis
Plectus murrayi	GCA_004785735.1	Bacteria	651	Luteimonas saliphila
Plectus murrayi	GCA_004785735.1	Bacteria	2290	Luteimonas sp.
Plectus murrayi	GCA_004785735.1	Bacteria	204	Luteimonas viscosa
Plectus murrayi	GCA_004785735.1	Bacteria	203	Lutibacter agarilyticus
Plectus murrayi	GCA_004785735.1	Bacteria	223	Lutibacter citreus
Plectus murrayi	GCA_004785735.1	Bacteria	1543	Lutibacter sp.
Plectus murrayi	GCA_004785735.1	Bacteria	2886	Lysinibacillus yapensis
Plectus murrayi	GCA_004785735.1	Bacteria	930	Lysobacter luteus
Plectus murrayi	GCA_004785735.1	Bacteria	205	Lysobacter maris
Plectus murrayi	GCA_004785735.1	Bacteria	261	Lysobacter oculi
Plectus murrayi	GCA_004785735.1	Bacteria	900	Lysobacter pythonis
Plectus murrayi	GCA_004785735.1	Bacteria	662	Marinifilum flexuosum
Plectus murrayi	GCA_004785735.1	Bacteria	212	Marinobacter aromaticivorans
Plectus murrayi	GCA_004785735.1	Bacteria	213	Marinobacterium mangrovicola
Plectus murrayi	GCA_004785735.1	Bacteria	27169	Marinomonas aquimarina
Plectus murrayi	GCA_004785735.1	Bacteria	373	Marinomonas shanghaiensis
Plectus murrayi	GCA_004785735.1	Bacteria	246	Marivirga lumbricoides
Plectus murrayi	GCA_004785735.1	Bacteria	1774	Melaminivora jejuensis
Plectus murrayi	GCA_004785735.1	Bacteria	646	Mesonia hippocampi
Plectus murrayi	GCA_004785735.1	Bacteria	231	Mesonia phycicola
Plectus murrayi	GCA_004785735.1	Bacteria	1166	Mesorhizobium alhagi
Plectus murrayi	GCA_004785735.1	Bacteria	233	Mesorhizobium metallidurans
Plectus murrayi	GCA_004785735.1	Bacteria	3341	Mesorhizobium sp.
Plectus murrayi	GCA_004785735.1	Bacteria	225	Methylobacillus caricis
Plectus murrayi	GCA_004785735.1	Bacteria	4925	Methylobacillus flagellatus
Plectus murrayi	GCA_004785735.1	Bacteria	423	Methylobacillus glycogenes
Plectus murrayi	GCA_004785735.1	Bacteria	268	Methylobacillus methanolivorans
Plectus murrayi	GCA_004785735.1	Bacteria	215	Methylobacillus rhizosphaerae
Plectus murrayi	GCA_004785735.1	Bacteria	329	Methylobacter psychrophilus
Plectus murrayi	GCA_004785735.1	Bacteria	2336	Methylobacterium symbioticum
Plectus murrayi	GCA_004785735.1	Bacteria	221	Methylobrevis albus
Plectus murrayi	GCA_004785735.1	Bacteria	2459	Methylocapsa acidiphila
Plectus murrayi	GCA_004785735.1	Bacteria	2079	Methylomonas methanica
Plectus murrayi	GCA_004785735.1	Bacteria	224	Methylomonas rhizoryzae
Plectus murrayi	GCA_004785735.1	Bacteria	1302	Methylophaga aminisulfidivorans
Plectus murrayi	GCA_004785735.1	Bacteria	1334	Methylophaga sp.
Plectus murrayi	GCA_004785735.1	Bacteria	6675	Methylophilus medardicus
Plectus murrayi	GCA_004785735.1	Bacteria	33412	Methylophilus methylotrophus
Plectus murrayi	GCA_004785735.1	Bacteria	9756	Methylophilus rhizosphaerae
Plectus murrayi	GCA_004785735.1	Bacteria	15251	Methylophilus sp.
Plectus murrayi	GCA_004785735.1	Bacteria	744	Methyloradius palustris
Plectus murrayi	GCA_004785735.1	Bacteria	367	Methylorubrum populi
Plectus murrayi	GCA_004785735.1	Bacteria	886	Methylotenera mobilis
Plectus murrayi	GCA_004785735.1	Bacteria	699	Methylotenera sp.
Plectus murrayi	GCA_004785735.1	Bacteria	1529	Mucilaginibacter celer
Plectus murrayi	GCA_004785735.1	Bacteria	252	Mucilaginibacter dorajii
Plectus murrayi	GCA_004785735.1	Bacteria	222	Mucilaginibacter ginsenosidivorans
Plectus murrayi	GCA_004785735.1	Bacteria	295	Mucilaginibacter inviolabilis
Plectus murrayi	GCA_004785735.1	Bacteria	848	Mucilaginibacter lappiensis
Plectus murrayi	GCA_004785735.1	Bacteria	1131	Mucilaginibacter limnophilus
Plectus murrayi	GCA_004785735.1	Bacteria	606	Mucilaginibacter rigui
Plectus murrayi	GCA_004785735.1	Bacteria	973	Mucilaginibacter sp.
Plectus murrayi	GCA_004785735.1	Bacteria	279	Mucilaginibacter terrenus
Plectus murrayi	GCA_004785735.1	Bacteria	662	Neobacillus citreus
Plectus murrayi	GCA_004785735.1	Bacteria	237	Neobacillus endophyticus
Plectus murrayi	GCA_004785735.1	Bacteria	234	Neobittarella massiliensis
Plectus murrayi	GCA_004785735.1	Bacteria	1409	Niabella agricola
Plectus murrayi	GCA_004785735.1	Bacteria	302	Niabella beijingensis
Plectus murrayi	GCA_004785735.1	Bacteria	2263	Niabella drilacis
Plectus murrayi	GCA_004785735.1	Bacteria	2726	Niabella ginsengisoli
Plectus murrayi	GCA_004785735.1	Bacteria	210	Niabella hibiscisoli
Plectus murrayi	GCA_004785735.1	Bacteria	778	Niabella pedocola
Plectus murrayi	GCA_004785735.1	Bacteria	1598	Niabella sp.
Plectus murrayi	GCA_004785735.1	Bacteria	2126	Niastella caeni
Plectus murrayi	GCA_004785735.1	Bacteria	204	Niastella koreensis
Plectus murrayi	GCA_004785735.1	Bacteria	250	Niastella populi
Plectus murrayi	GCA_004785735.1	Bacteria	2485	Niastella soli
Plectus murrayi	GCA_004785735.1	Bacteria	2022	Niastella sp.
Plectus murrayi	GCA_004785735.1	Bacteria	1834	Niastella vici
Plectus murrayi	GCA_004785735.1	Bacteria	724	Niastella yeongjuensis
Plectus murrayi	GCA_004785735.1	Bacteria	454	Nitrobacter sp.
Plectus murrayi	GCA_004785735.1	Bacteria	213	Nitrobacter vulgaris
Plectus murrayi	GCA_004785735.1	Bacteria	1160	Novimethylophilus kurashikiensis
Plectus murrayi	GCA_004785735.1	Bacteria	200	Novosphingobium clariflavum
Plectus murrayi	GCA_004785735.1	Bacteria	28097	Novosphingobium lentum
Plectus murrayi	GCA_004785735.1	Bacteria	828	Novosphingobium profundi
Plectus murrayi	GCA_004785735.1	Bacteria	212	Novosphingobium resinovorum
Plectus murrayi	GCA_004785735.1	Bacteria	232	Novosphingobium sediminis
Plectus murrayi	GCA_004785735.1	Bacteria	5659	Novosphingobium sp.
Plectus murrayi	GCA_004785735.1	Bacteria	250	Novosphingobium taihuense
Plectus murrayi	GCA_004785735.1	Bacteria	240	Olavius algarvensis
Plectus murrayi	GCA_004785735.1	Bacteria	217	Olivibacter jilunii
Plectus murrayi	GCA_004785735.1	Bacteria	844	Olleya sp.
Plectus murrayi	GCA_004785735.1	Bacteria	445	Ottowia oryzae
Plectus murrayi	GCA_004785735.1	Bacteria	276	Ottowia sp.
Plectus murrayi	GCA_004785735.1	Bacteria	6082	Paenibacillus abyssi
Plectus murrayi	GCA_004785735.1	Bacteria	2784	Paenibacillus aceti
Plectus murrayi	GCA_004785735.1	Bacteria	2934768	Paenibacillus agaridevorans
Plectus murrayi	GCA_004785735.1	Bacteria	1953	Paenibacillus alba
Plectus murrayi	GCA_004785735.1	Bacteria	2422	Paenibacillus albicereus
Plectus murrayi	GCA_004785735.1	Bacteria	1574	Paenibacillus albidus
Plectus murrayi	GCA_004785735.1	Bacteria	6742	Paenibacillus algicola
Plectus murrayi	GCA_004785735.1	Bacteria	494	Paenibacillus alginolyticus
Plectus murrayi	GCA_004785735.1	Bacteria	5417	Paenibacillus algorifonticola
Plectus murrayi	GCA_004785735.1	Bacteria	2013	Paenibacillus alkaliterrae
Plectus murrayi	GCA_004785735.1	Bacteria	755	Paenibacillus allorhizosphaerae
Plectus murrayi	GCA_004785735.1	Bacteria	1009	Paenibacillus alvei
Plectus murrayi	GCA_004785735.1	Bacteria	822	Paenibacillus anseongense
Plectus murrayi	GCA_004785735.1	Bacteria	227	Paenibacillus antibioticophila
Plectus murrayi	GCA_004785735.1	Bacteria	1027	Paenibacillus antri
Plectus murrayi	GCA_004785735.1	Bacteria	8609	Paenibacillus arenilitoris
Plectus murrayi	GCA_004785735.1	Bacteria	1866	Paenibacillus athensensis
Plectus murrayi	GCA_004785735.1	Bacteria	683	Paenibacillus azoreducens
Plectus murrayi	GCA_004785735.1	Bacteria	757	Paenibacillus baekrokdamisoli
Plectus murrayi	GCA_004785735.1	Bacteria	1537	Paenibacillus barengoltzii
Plectus murrayi	GCA_004785735.1	Bacteria	1218	Paenibacillus brasilensis
Plectus murrayi	GCA_004785735.1	Bacteria	10028	Paenibacillus brevis
Plectus murrayi	GCA_004785735.1	Bacteria	2581	Paenibacillus camelliae
Plectus murrayi	GCA_004785735.1	Bacteria	4868	Paenibacillus castaneae
Plectus murrayi	GCA_004785735.1	Bacteria	560	Paenibacillus catalpae
Plectus murrayi	GCA_004785735.1	Bacteria	643	Paenibacillus caui
Plectus murrayi	GCA_004785735.1	Bacteria	200	Paenibacillus chitinolyticus
Plectus murrayi	GCA_004785735.1	Bacteria	2613	Paenibacillus cisolokensis
Plectus murrayi	GCA_004785735.1	Bacteria	32417	Paenibacillus contaminans
Plectus murrayi	GCA_004785735.1	Bacteria	240	Paenibacillus curdlanolyticus
Plectus murrayi	GCA_004785735.1	Bacteria	2743	Paenibacillus cymbidii
Plectus murrayi	GCA_004785735.1	Bacteria	7743	Paenibacillus daejeonensis
Plectus murrayi	GCA_004785735.1	Bacteria	2621	Paenibacillus darwinianus
Plectus murrayi	GCA_004785735.1	Bacteria	482	Paenibacillus dokdonensis
Plectus murrayi	GCA_004785735.1	Bacteria	1310	Paenibacillus doosanensis
Plectus murrayi	GCA_004785735.1	Bacteria	1943	Paenibacillus durus
Plectus murrayi	GCA_004785735.1	Bacteria	212	Paenibacillus ehimensis
Plectus murrayi	GCA_004785735.1	Bacteria	1640	Paenibacillus elgii
Plectus murrayi	GCA_004785735.1	Bacteria	7920	Paenibacillus endophyticus
Plectus murrayi	GCA_004785735.1	Bacteria	287	Paenibacillus etheri
Plectus murrayi	GCA_004785735.1	Bacteria	11650	Paenibacillus eucommiae
Plectus murrayi	GCA_004785735.1	Bacteria	4499	Paenibacillus faecalis
Plectus murrayi	GCA_004785735.1	Bacteria	1116	Paenibacillus faecis
Plectus murrayi	GCA_004785735.1	Bacteria	2524	Paenibacillus ferrarius
Plectus murrayi	GCA_004785735.1	Bacteria	916	Paenibacillus flagellatus
Plectus murrayi	GCA_004785735.1	Bacteria	1073	Paenibacillus foliorum
Plectus murrayi	GCA_004785735.1	Bacteria	832	Paenibacillus frigoriresistens
Plectus murrayi	GCA_004785735.1	Bacteria	208	Paenibacillus gallinarum
Plectus murrayi	GCA_004785735.1	Bacteria	223	Paenibacillus germinis
Plectus murrayi	GCA_004785735.1	Bacteria	2054	Paenibacillus ginsengihumi
Plectus murrayi	GCA_004785735.1	Bacteria	239	Paenibacillus gorillae
Plectus murrayi	GCA_004785735.1	Bacteria	1699	Paenibacillus harenae
Plectus murrayi	GCA_004785735.1	Bacteria	956	Paenibacillus helianthi
Plectus murrayi	GCA_004785735.1	Bacteria	6289	Paenibacillus hemerocallicola
Plectus murrayi	GCA_004785735.1	Bacteria	5317	Paenibacillus herberti
Plectus murrayi	GCA_004785735.1	Bacteria	657	Paenibacillus humicus
Plectus murrayi	GCA_004785735.1	Bacteria	1231	Paenibacillus hunanensis
Plectus murrayi	GCA_004785735.1	Bacteria	726	Paenibacillus ihbetae
Plectus murrayi	GCA_004785735.1	Bacteria	242	Paenibacillus ihumii
Plectus murrayi	GCA_004785735.1	Bacteria	1933	Paenibacillus kobensis
Plectus murrayi	GCA_004785735.1	Bacteria	2741	Paenibacillus koleovorans
Plectus murrayi	GCA_004785735.1	Bacteria	914	Paenibacillus lactis
Plectus murrayi	GCA_004785735.1	Bacteria	812	Paenibacillus larvae
Plectus murrayi	GCA_004785735.1	Bacteria	459	Paenibacillus lautus
Plectus murrayi	GCA_004785735.1	Bacteria	742	Paenibacillus lemnae
Plectus murrayi	GCA_004785735.1	Bacteria	1569	Paenibacillus lignilyticus
Plectus murrayi	GCA_004785735.1	Bacteria	1038	Paenibacillus lupini
Plectus murrayi	GCA_004785735.1	Bacteria	6414	Paenibacillus luteus
Plectus murrayi	GCA_004785735.1	Bacteria	2753	Paenibacillus lutimineralis
Plectus murrayi	GCA_004785735.1	Bacteria	206	Paenibacillus lutrae
Plectus murrayi	GCA_004785735.1	Bacteria	306	Paenibacillus macquariensis
Plectus murrayi	GCA_004785735.1	Bacteria	224	Paenibacillus marchantiophytorum
Plectus murrayi	GCA_004785735.1	Bacteria	746	Paenibacillus maysiensis
Plectus murrayi	GCA_004785735.1	Bacteria	8433	Paenibacillus mendelii
Plectus murrayi	GCA_004785735.1	Bacteria	1107	Paenibacillus mesophilus
Plectus murrayi	GCA_004785735.1	Bacteria	919	Paenibacillus methanolicus
Plectus murrayi	GCA_004785735.1	Bacteria	646	Paenibacillus montanisoli
Plectus murrayi	GCA_004785735.1	Bacteria	1594	Paenibacillus montaniterrae
Plectus murrayi	GCA_004785735.1	Bacteria	9728	Paenibacillus nanensis
Plectus murrayi	GCA_004785735.1	Bacteria	1617	Paenibacillus naphthalenovorans
Plectus murrayi	GCA_004785735.1	Bacteria	26019	Paenibacillus nasutitermitis
Plectus murrayi	GCA_004785735.1	Bacteria	1045	Paenibacillus odorifer
Plectus murrayi	GCA_004785735.1	Bacteria	2403	Paenibacillus oenotherae
Plectus murrayi	GCA_004785735.1	Bacteria	1203	Paenibacillus oralis
Plectus murrayi	GCA_004785735.1	Bacteria	5938	Paenibacillus oryzae
Plectus murrayi	GCA_004785735.1	Bacteria	1310	Paenibacillus pabuli
Plectus murrayi	GCA_004785735.1	Bacteria	1466	Paenibacillus paeoniae
Plectus murrayi	GCA_004785735.1	Bacteria	218	Paenibacillus paridis
Plectus murrayi	GCA_004785735.1	Bacteria	697	Paenibacillus pasadenensis
Plectus murrayi	GCA_004785735.1	Bacteria	531	Paenibacillus pectinilyticus
Plectus murrayi	GCA_004785735.1	Bacteria	3913	Paenibacillus periandrae
Plectus murrayi	GCA_004785735.1	Bacteria	203	Paenibacillus phocaensis
Plectus murrayi	GCA_004785735.1	Bacteria	6883	Paenibacillus phyllosphaerae
Plectus murrayi	GCA_004785735.1	Bacteria	749	Paenibacillus physcomitrellae
Plectus murrayi	GCA_004785735.1	Bacteria	2625	Paenibacillus pinihumi
Plectus murrayi	GCA_004785735.1	Bacteria	1248	Paenibacillus pinisoli
Plectus murrayi	GCA_004785735.1	Bacteria	201	Paenibacillus piscarius
Plectus murrayi	GCA_004785735.1	Bacteria	2614	Paenibacillus plantarum
Plectus murrayi	GCA_004785735.1	Bacteria	1669	Paenibacillus planticolens
Plectus murrayi	GCA_004785735.1	Bacteria	1761	Paenibacillus polysaccharolyticus
Plectus murrayi	GCA_004785735.1	Bacteria	701	Paenibacillus profundus
Plectus murrayi	GCA_004785735.1	Bacteria	248	Paenibacillus prosopidis
Plectus murrayi	GCA_004785735.1	Bacteria	2371	Paenibacillus radicis
Plectus murrayi	GCA_004785735.1	Bacteria	776	Paenibacillus rhizophilus
Plectus murrayi	GCA_004785735.1	Bacteria	1484	Paenibacillus rhizosphaerae
Plectus murrayi	GCA_004785735.1	Bacteria	217	Paenibacillus rhizovicinus
Plectus murrayi	GCA_004785735.1	Bacteria	204	Paenibacillus rigui
Plectus murrayi	GCA_004785735.1	Bacteria	1924	Paenibacillus riograndensis
Plectus murrayi	GCA_004785735.1	Bacteria	340	Paenibacillus roseus
Plectus murrayi	GCA_004785735.1	Bacteria	5857	Paenibacillus rubinfantis
Plectus murrayi	GCA_004785735.1	Bacteria	3117	Paenibacillus sabuli
Plectus murrayi	GCA_004785735.1	Bacteria	864	Paenibacillus sacheonensis
Plectus murrayi	GCA_004785735.1	Bacteria	1297	Paenibacillus sambharensis
Plectus murrayi	GCA_004785735.1	Bacteria	360	Paenibacillus selenitireducens
Plectus murrayi	GCA_004785735.1	Bacteria	1492	Paenibacillus senegalimassiliensis
Plectus murrayi	GCA_004785735.1	Bacteria	1918	Paenibacillus silvestris
Plectus murrayi	GCA_004785735.1	Bacteria	1387	Paenibacillus sinopodophylli
Plectus murrayi	GCA_004785735.1	Bacteria	857	Paenibacillus solanacearum
Plectus murrayi	GCA_004785735.1	Bacteria	4197	Paenibacillus solani
Plectus murrayi	GCA_004785735.1	Bacteria	1064	Paenibacillus stellifer
Plectus murrayi	GCA_004785735.1	Bacteria	672	Paenibacillus taihuensis
Plectus murrayi	GCA_004785735.1	Bacteria	979	Paenibacillus thalictri
Plectus murrayi	GCA_004785735.1	Bacteria	2223	Paenibacillus tianmuensis
Plectus murrayi	GCA_004785735.1	Bacteria	200	Paenibacillus tritici
Plectus murrayi	GCA_004785735.1	Bacteria	218	Paenibacillus tyrfis
Plectus murrayi	GCA_004785735.1	Bacteria	884	Paenibacillus uliginis
Plectus murrayi	GCA_004785735.1	Bacteria	2112	Paenibacillus validus
Plectus murrayi	GCA_004785735.1	Bacteria	207	Paenibacillus vietnamensis
Plectus murrayi	GCA_004785735.1	Bacteria	2523	Paenibacillus vini
Plectus murrayi	GCA_004785735.1	Bacteria	1985	Paenibacillus whitsoniae
Plectus murrayi	GCA_004785735.1	Bacteria	910	Paenibacillus woosongensis
Plectus murrayi	GCA_004785735.1	Bacteria	3831	Panacibacter ginsenosidivorans
Plectus murrayi	GCA_004785735.1	Bacteria	1776	Panacibacter microcysteis
Plectus murrayi	GCA_004785735.1	Bacteria	414	Pandoraea apista
Plectus murrayi	GCA_004785735.1	Bacteria	221	Pandoraea iniqua
Plectus murrayi	GCA_004785735.1	Bacteria	236	Parabacteroides faecis
Plectus murrayi	GCA_004785735.1	Bacteria	1581	Paraburkholderia metrosideri
Plectus murrayi	GCA_004785735.1	Bacteria	95237	Paracoccus yeei
Plectus murrayi	GCA_004785735.1	Bacteria	1142	Parafilimonas sp.
Plectus murrayi	GCA_004785735.1	Bacteria	2562	Parafilimonas terrae
Plectus murrayi	GCA_004785735.1	Bacteria	1189	Paraflavitalea devenefica
Plectus murrayi	GCA_004785735.1	Bacteria	4034	Paraflavitalea soli
Plectus murrayi	GCA_004785735.1	Bacteria	1644	Paraglaciecola polaris
Plectus murrayi	GCA_004785735.1	Bacteria	247	Paraliobacillus sediminis
Plectus murrayi	GCA_004785735.1	Bacteria	230	Parapedobacter indicus
Plectus murrayi	GCA_004785735.1	Bacteria	639	Pararhodonellum marinum
Plectus murrayi	GCA_004785735.1	Bacteria	19955	Paraurantiacibacter namhicola
Plectus murrayi	GCA_004785735.1	Bacteria	840	Pareuzebyella sediminis
Plectus murrayi	GCA_004785735.1	Bacteria	272	Parvibaculum lavamentivorans
Plectus murrayi	GCA_004785735.1	Bacteria	200	Patiriisocius marinus
Plectus murrayi	GCA_004785735.1	Bacteria	229	Paucibacter toxinivorans
Plectus murrayi	GCA_004785735.1	Bacteria	1155	Paucilactobacillus suebicus
Plectus murrayi	GCA_004785735.1	Bacteria	256	Pedobacter aquae
Plectus murrayi	GCA_004785735.1	Bacteria	586	Pedobacter cryoconitis
Plectus murrayi	GCA_004785735.1	Bacteria	273	Pedobacter cryotolerans
Plectus murrayi	GCA_004785735.1	Bacteria	2850	Pedobacter hiemivivus
Plectus murrayi	GCA_004785735.1	Bacteria	1948	Pedobacter kyonggii
Plectus murrayi	GCA_004785735.1	Bacteria	214	Pedobacter metabolipauper
Plectus murrayi	GCA_004785735.1	Bacteria	212	Pedobacter miscanthi
Plectus murrayi	GCA_004785735.1	Bacteria	206	Pedobacter mongoliensis
Plectus murrayi	GCA_004785735.1	Bacteria	469	Pedobacter nutrimenti
Plectus murrayi	GCA_004785735.1	Bacteria	278	Pedobacter petrophilus
Plectus murrayi	GCA_004785735.1	Bacteria	6159	Pedobacter polaris
Plectus murrayi	GCA_004785735.1	Bacteria	280	Pedobacter psychrotolerans
Plectus murrayi	GCA_004785735.1	Bacteria	203	Pedobacter roseus
Plectus murrayi	GCA_004785735.1	Bacteria	954	Pedobacter segetis
Plectus murrayi	GCA_004785735.1	Bacteria	686	Pedobacter steynii
Plectus murrayi	GCA_004785735.1	Bacteria	815	Pedobacter yonginense
Plectus murrayi	GCA_004785735.1	Bacteria	679	Pedobacter yulinensis
Plectus murrayi	GCA_004785735.1	Bacteria	302	Pelobium manganitolerans
Plectus murrayi	GCA_004785735.1	Bacteria	216	Peptoniphilus lacrimalis
Plectus murrayi	GCA_004785735.1	Bacteria	698	Petrimonas mucosa
Plectus murrayi	GCA_004785735.1	Bacteria	53765	Phenylobacterium haematophilum
Plectus murrayi	GCA_004785735.1	Bacteria	608	Phnomibacter ginsenosidimutans
Plectus murrayi	GCA_004785735.1	Bacteria	909	Pinibacter aurantiacus
Plectus murrayi	GCA_004785735.1	Bacteria	991	Pirellulimonas nuda
Plectus murrayi	GCA_004785735.1	Bacteria	660	Planktosalinus lacus
Plectus murrayi	GCA_004785735.1	Bacteria	1415	Planococcus salinus
Plectus murrayi	GCA_004785735.1	Bacteria	241	Plasticicumulans lactativorans
Plectus murrayi	GCA_004785735.1	Bacteria	218	Polaribacter butkevichii
Plectus murrayi	GCA_004785735.1	Bacteria	216	Polaribacter pacificus
Plectus murrayi	GCA_004785735.1	Bacteria	754	Polaromonas eurypsychrophila
Plectus murrayi	GCA_004785735.1	Bacteria	1286	Pontibacter cellulosilyticus
Plectus murrayi	GCA_004785735.1	Bacteria	270	Posidoniimonas polymericola
Plectus murrayi	GCA_004785735.1	Bacteria	961	Prochlorococcus sp.
